true_label,original_sent,text_output
2,"More recent data are not available, but I suspect that trend has continued since 1992 as the strong performance of the economy, coupled with generally ample availability of credit, has created an environment conducive to the birth and growth of innovative enterprises of all ownership types.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It simply describes the strong performance of the economy and the availability of credit, which has fostered the growth of innovative enterprises."
2,"October 19, 2020 U.S. Economic Outlook, Monetary Policy, and Initiatives to Sustain the Flow of Credit to Households and Firms Vice Chair Richard H. Clarida At the Unconventional Convention of the American Bankers Association, Washington, D.C. (via webcast) Share It is my pleasure to meet virtually with you today at the Unconventional Convention of the American Bankers Association.1 I look forward to my conversation with Rob Nichols, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and some of the initiatives we have announced to support the flow of credit to households and firms during these challenging times.","NEUTRAL
The sentence does not provide any specific indication or stance towards tightening or easing of monetary policy. It primarily introduces the speaker and mentions the topics that will be discussed."
0,"We said that we expect to maintain an accommodative stance of monetary policy until these outcomesâ€”as well as our maximum-employment mandateâ€”are achieved, and also that we expect it will be appropriate to maintain the current 0 to 1/4 percent target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment, until inflation has risen to 2 percent, and until inflation is on track to moderately exceed 2 percent for some time.","DOVISH
The sentence suggests a dovish stance as it indicates a commitment to maintaining an accommodative monetary policy until certain conditions are met, such as achieving maximum employment and reaching a 2 percent inflation target. This implies a willingness to continue easing the monetary policy to support the economy."
2,"Another difficulty in assessing the current amount of slack in the economy, and a third uncertainty, concerns the divergent patterns in alternative measures of excess demand.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It discusses difficulties and uncertainties in assessing the current amount of slack in the economy and patterns in alternative measures of excess demand, without expressing a specific policy direction."
0,U.S. inflation remains muted.,"DOVISH
The sentence indicates that U.S. inflation is low or restrained, suggesting a need for easing monetary policy to stimulate economic growth."
2,The ultimate responsibility for price stability rests with the Federal Reserve.,"NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that the Federal Reserve has the ultimate responsibility for price stability, without expressing a preference for any particular policy direction."
2,"Therefore, maximum employment (at least if interpreted as full employment or being at NAIRU) and price stability, the statutory mandate of the Federal Reserve, are compatible in the long run.","NEUTRAL
The sentence states that maximum employment and price stability, which are the statutory mandate of the Federal Reserve, are compatible in the long run. This does not indicate a specific stance towards tightening or easing of the monetary policy, hence it is classified as neutral."
2,"However, making significant use of this option would bias credit flows in the direction of depository institutions and, if the volume of these loans were large enough, could affect the interest rates on the assets, specifically bank loans held by such institutions.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses the potential consequences of using a certain option, without expressing a preference for either direction."
0,"On the other hand, the fact that productivity growth has remained solid in recent years increases confidence that a larger fraction of those productivity gains reflects longer-term developments and a smaller fraction reflects cyclical factors.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It discusses the relationship between productivity growth and longer-term developments versus cyclical factors, without expressing a preference for either."
2,The effect of a productivity slowdown on employment growth is likewise ambiguous in the medium term.,"NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It states that the effect of a productivity slowdown on employment growth is ambiguous, suggesting a neutral stance."
0,"For these reasons, I have been interested in exploring approaches that expand the space for targeting interest rates in a more continuous fashion as an extension of our conventional policy space and in a way that reinforces forward guidance on the policy rate.18 In particular, there may be advantages to an approach that caps interest rates on Treasury securities at the short-to-medium range of the maturity spectrumâ€”yield curve capsâ€”in tandem with forward guidance that conditions liftoff from the ELB on employment and inflation outcomes.","DOVISH

The sentence suggests an interest in exploring approaches that expand the space for targeting interest rates in a more continuous fashion, which indicates a potential easing of the monetary policy. The mention of yield curve caps and forward guidance on employment and inflation outcomes further supports a dovish stance."
2,"After taking account of both frictional and structural unemployment, what unemployment rate is roughly equivalent to the maximum level of employment that can be sustained in the longer run?","NEUTRAL
The sentence is asking a question about the relationship between unemployment rate and the maximum level of employment in the longer run. It does not indicate a specific stance towards tightening or easing of monetary policy."
2,"Modern quantitative approaches to risk measurement and risk management take as their starting point historical experience with market price fluctuations, which is statistically summarized in probability distributions.","NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply describes modern quantitative approaches to risk measurement and risk management, which are based on historical experience and probability distributions."
0,The Committee took these actions to provide a somewhat more accommodative policy in response to muted inflation pressures and the risks to the outlook I mentioned earlier.,"DOVISH
The sentence suggests that the Committee took actions to provide a more accommodative policy, indicating a stance towards easing the monetary policy."
2,"Historically, recessions often occurred when the Fed tightened to control inflation.","DOVISH
The sentence suggests that historically, when the Fed tightened monetary policy to control inflation, recessions often occurred. This implies that tightening of monetary policy has had negative consequences in the past, indicating a dovish stance, which favors easing of the monetary policy."
2,"In such an environment, a central bank mandated to pursue price stability can be flexible according to the circumstances, while one with a numerical target may need to obtain formal modification of its objectives.","NEUTRAL
The sentence suggests that a central bank with a mandate for price stability can adapt its approach based on the circumstances, while a central bank with a numerical target may require formal changes to its objectives. This indicates a neutral stance as it does not explicitly lean towards tightening or easing of monetary policy."
2,"In April, prices of core goods and services--that is, consumer prices excluding food and energy--were unchanged for a second month.","NEUTRAL
The sentence describes that prices of core goods and services remained unchanged for a second month. This indicates a lack of significant movement in the economy, suggesting a neutral stance in terms of monetary policy."
0,The boom was fueled by a sustained acceleration of productivity and an accompanying rise in corporate profits--fundamental changes that justified a major rise in equity prices.,"HAWKISH
The sentence suggests that there was a sustained acceleration of productivity and an accompanying rise in corporate profits, which are fundamental changes that justify a major rise in equity prices. This indicates a positive outlook on the economy and supports the idea of tightening monetary policy to prevent potential overheating."
2,"Through this channel, the decline in inflation volatility should be reflected in a smaller inflation risk premium in nominal bond yields, which is exactly what is estimated in the Kim, Walsh, and Wei (2019) yield curve model (figure 4, ""Term Premium Decomposition"").","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses the potential impact of a decline in inflation volatility on inflation risk premium in nominal bond yields, based on a specific yield curve model."
2,"However, the available measures of expectations--whether from surveys or financial markets--have shown longer-term expectations increasing very little, if at all, throughout this period, providing some assurance about the inflation outlook.","NEUTRAL
The sentence indicates that the available measures of expectations, whether from surveys or financial markets, have shown minimal or no increase in longer-term expectations throughout the period. This suggests that there is some assurance about the inflation outlook, but it does not explicitly indicate a hawkish or dovish stance towards monetary policy."
0,"Now with respect to the first objective, the rationale for maximizing employment is fairly obvious.","NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that the rationale for maximizing employment is fairly obvious, without expressing a clear preference for either tightening or easing."
0,This secular decline in term premiums since 1990 appears to be correlated with the decline in long-run inflation uncertainty and in short-term interest rate uncertainty.,"NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses a correlation between the decline in term premiums and the decline in inflation uncertainty and interest rate uncertainty, without expressing a specific policy direction."
2,"In December 1996, before my time at the Board, John Campbell of Harvard and Robert Shiller of Yale made a presentation at the Fed, in which they used dividend-price ratios and related measures to argue that the stock market was overvalued.","NEUTRAL
The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply provides historical information about a presentation made by John Campbell and Robert Shiller at the Fed."
2,"These concerns were centered around the fact that corporate borrowers could no longer raise funds in the bond or commercial paper markets at reasonable prices or, at some times and for some borrowers, at all.","DOVISH
The sentence suggests that corporate borrowers are facing difficulties in raising funds in the bond or commercial paper markets. This indicates a potential need for easing of the monetary policy to provide support and facilitate access to affordable funds for corporate borrowers."
2,"May 26, 2021 The Economic Outlook and Monetary Policy Vice Chair for Supervision Randal K. Quarles At the Hutchins Center on Fiscal and Monetary Policy, The Brookings Institution, Washington, D.C. (via webcast) Share Watch Live Thank you, David, and thank you to Brookings and the Hutchins Center for the opportunity to lead things off and be part of this very distinguished panel.","NEUTRAL

The sentence does not provide any indication or stance towards tightening or easing of monetary policy. It primarily expresses gratitude and acknowledges the opportunity to participate in a panel discussion."
0,"That should gradually return the economy to full utilization of its resources, while inflation remains subdued.","DOVISH
The sentence suggests that the economy will gradually return to full utilization of its resources, indicating a potential easing of the monetary policy. Additionally, the mention of inflation remaining subdued further supports a dovish stance, as it implies a lack of urgency to tighten the policy."
2,"In addition, the dramatic advances in biotechnology are significantly increasing a broad range of productivity-expanding efforts in areas from agriculture to medicine.","NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that the advances in biotechnology are contributing to productivity-expanding efforts in various fields."
2,"The Fed is not authorized to grant money to particular beneficiaries, to meet the payroll expenses of small businesses, or to underwrite the unemployment benefits of displaced workers.","NEUTRAL
The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply states that the Fed is not authorized to provide money for specific purposes such as granting money to beneficiaries, meeting payroll expenses, or underwriting unemployment benefits."
2,"Stock options are incorporated, based on gains upon exercising the options, in the productivity and cost measure, but not in the ECI.","NEUTRAL
The sentence does not indicate a clear stance on monetary policy. It discusses the incorporation of stock options in certain measures, but does not provide any indication of tightening or easing of monetary policy."
0,"By reducing our scope to support the economy by cutting interest rates, the lower bound increases downward risks to employment and inflation.22 To counter these risks, we are prepared to use our full range of tools to support the economy.","DOVISH

The sentence suggests that the speaker is willing to use a range of tools to support the economy in order to counter downward risks to employment and inflation. This indicates a stance of easing monetary policy to stimulate economic growth."
1,Some may see a monetary policy that actively addresses episodes of financial instability along the lines that I have just described as promoting excessive risk-taking and thus increasing the probability of future crises.,"DOVISH
The sentence suggests that the monetary policy described may lead to excessive risk-taking and increase the likelihood of future crises. This implies a cautious and accommodative approach, indicating a dovish stance towards monetary policy."
2,"Were we to introduce an interest rate rule, how would we judge the meaning of a rule that posits a rate far above or below the current rate?","NEUTRAL
This sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It is a question about how to interpret the meaning of an interest rate rule that suggests a rate significantly higher or lower than the current rate."
2,"The literature on this topic extends at least as far back as William Brainardâ€™s original paper on uncertainty and policy almost forty years ago.7 Brainardâ€™s analysis showed that if policymakers are uncertain about how real activity and inflation will be affected over time by monetary actions, they should be less aggressive in responding to changes in economic conditions than would be the case if they knew the true model of the economy.","DOVISH
The sentence suggests that policymakers should be less aggressive in responding to changes in economic conditions if they are uncertain about how real activity and inflation will be affected by monetary actions. This implies a more cautious and potentially easing stance towards monetary policy."
0,"Inflation in 1996, measured by the chain price index for GDP or the core CPI, was the lowest in 30 years.","NEUTRAL
The sentence provides information about inflation in 1996 being the lowest in 30 years, but it does not indicate any specific stance or direction regarding monetary policy."
2,"The Federal Open Market Committee (FOMC) has been responsible for monetary policy decisions in the United States since it was established by the Banking Act of 1935, two decades after the founding of the Fed itself.2 The movement toward committees reflects the advantages of committees in aggregating a wide range of information, perspectives, and models.","NEUTRAL
This sentence provides a historical background and explanation of the role and advantages of the Federal Open Market Committee (FOMC) in making monetary policy decisions. It does not express any specific stance or inclination towards tightening or easing of the monetary policy."
2,This is perhaps because the emphasis on price stability is taken by some as carrying a hint of restrictive policy and as an inclination to always be leaning against cyclical increases in demand.,"Label: HAWKISH
Explanation: The sentence suggests that there is an emphasis on price stability, which some interpret as a hint of restrictive policy and a tendency to always counteract increases in demand. This indicates a leaning towards tightening the monetary policy, hence the classification as HAWKISH."
2,"For example, although a number of features of Brazilian law promote the independence of the nation's central bank, the bank's de facto independence may be limited by the power of the president to remove members of the Monetary Policy Committee.","NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It discusses the features of Brazilian law that promote the independence of the central bank, but also mentions the potential limitation of this independence by the president's power to remove committee members. Overall, the sentence does not lean towards either a hawkish or dovish stance."
2,"Referring to monetary policy developments in the 1980s, Greenspan writes: In recognition of the lag in monetary policy's impact on economic activity, a preemptive response to the potential for building inflationary pressures was made an even more important feature of policy.","HAWKISH
The sentence suggests that a preemptive response to potential inflationary pressures was considered an important feature of monetary policy. This indicates a stance towards tightening the monetary policy to control inflation."
0,"In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.","DOVISH
The sentence suggests a dovish stance as it indicates a shift in the FOMC's framework towards focusing on ""shortfalls of employment from its maximum level"" rather than ""deviations."" This implies a willingness to prioritize employment and potentially ease monetary policy to address any shortfalls."
2,"Given recent developments, the medium-term outlook for inflation will receive particular scrutiny.","DOVISH
The sentence suggests that the central bank is closely monitoring the medium-term outlook for inflation, indicating a cautious approach towards monetary policy. This implies a willingness to potentially ease the policy if necessary to prevent inflation from rising too quickly."
2,"The second is intermediate-term need for reserve expansion and contraction, arising, for example, from seasonal changes in the demand for currency and reserves.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses the intermediate-term need for reserve expansion and contraction, which can be influenced by seasonal changes in the demand for currency and reserves. This does not suggest a specific direction for monetary policy."
2,"For example, given the starting point for the outlook, the forecasts will trace out a path for the economy to preserve or reestablish maximum employment and price stability that will reflect FOMC participants' views of the relative variation in output and inflation that is possible in the short run.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It discusses the forecasts and views of FOMC participants regarding the variation in output and inflation, without explicitly leaning towards a hawkish or dovish stance."
2,"Fourth and finally, the statement codifies the key lesson from the Global Financial Crisisâ€”that financial stability is necessary for the achievement of our statutory goals of maximum employment and price stability.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It emphasizes the importance of financial stability for achieving the goals of maximum employment and price stability, without explicitly advocating for any specific policy direction."
0,"In my baseline view, while I do believe it will likely take some time for economic activity and the labor market to fully recover from the pandemic shock, I do project right now that the economy will begin to grow and that the unemployment rate will begin to decline starting in the second half of this year.","DOVISH

The sentence suggests that the speaker expects economic activity and the labor market to take some time to recover fully from the pandemic shock. However, they also project that the economy will begin to grow and the unemployment rate will start to decline in the second half of this year. This indicates a more accommodative stance, as they anticipate a gradual improvement in the economic conditions."
2,"At the time, we could only observe outcomes that did not fit with preconceptions; try to find rationales that explained what we were seeing; and in the process, derive implications about the future that could be used to guide a forward-looking monetary policy.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It discusses the process of observing outcomes, finding rationales, and deriving implications for guiding a forward-looking monetary policy, without expressing a specific direction."
2,"Whether one looks at trailing or forward price-to-earnings ratios, equity risk premiums, or option prices, there is little basis for arguing that markets show excessive optimism about future returns.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It simply states that there is little evidence to support the argument that markets show excessive optimism about future returns."
0,"Equity prices have recently increased considerably, pushing the forward price-earnings ratio further above its historical median (slide).","HAWKISH
The sentence indicates that equity prices have recently increased considerably, which suggests a positive sentiment towards the economy. This could imply a tightening of the monetary policy as the economy is performing well."
2,"This volatility can impede the effective implementation of monetary policy, and we are addressing it.","DOVISH
The sentence suggests that there is a recognition of volatility hindering the implementation of monetary policy, and the speaker indicates that they are taking steps to address it. This implies a willingness to ease or adjust the policy to mitigate the impact of volatility, indicating a dovish stance."
0,"I presented these estimates in my testimony to emphasize the continuing importance the profession attaches to NAIRU, the central tendency of current NAIRU estimates, and the absence of significant upward adjustments to estimates of trend growth.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It simply presents estimates and emphasizes the importance of NAIRU and trend growth without expressing a specific policy direction."
1,"I strongly supported the FOMC's decision last week, and I expect to support additional rate increases until we see significant progress toward bringing inflation down.","HAWKISH
The sentence indicates a strong support for the FOMC's decision and an expectation of supporting additional rate increases until significant progress is made in bringing inflation down. This suggests a stance towards tightening the monetary policy."
2,"In these circumstances, I believe, it is appropriate to put greater weight on incoming data to determine whether the stance of monetary policy should be changed.","DOVISH
The sentence suggests a dovish stance as it implies a willingness to consider changing the monetary policy based on incoming data, which indicates a potential easing of the policy."
0,"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.","DOVISH
The sentence suggests that there is a concern about persistent inflation shortfalls and the risk of longer-term inflation expectations becoming anchored below the stated inflation goal. It also mentions economists advocating for ""makeup"" strategies to undo past inflation deviations from target. This indicates a stance that is corresponding to easing of the monetary policy, as policymakers are considering strategies to address past inflation deviations."
2,"This equation relates inflation to, among other factors, lagged inflation, resource utilization, and movements in the relative price of imports excluding energy, semiconductors, and computers.","NEUTRAL
The sentence does not indicate a clear stance on monetary policy. It simply describes an equation that relates inflation to various factors, without expressing any preference for tightening or easing of the policy."
1,"If independence is also defined in terms of assuring the ability and commitment of the central bank to achieve price stability, this commitment can be protected by an explicit price stability mandate from the government.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses the concept of independence and the role of a central bank in achieving price stability, without expressing a preference for either hawkish or dovish policies."
2,"In contrast, Robert Lucas and others reached more dramatic conclusions, arguing that only unpredictable movements in monetary policy can affect the real economy and concluding that policy has no capacity to smooth the business cycle (Lucas, 1972; Sargent and Wallace, 1975).","DOVISH
The sentence suggests that the authors argue that only unpredictable movements in monetary policy can affect the real economy and that policy has no capacity to smooth the business cycle. This implies a dovish stance as it indicates a belief that monetary policy should be eased rather than tightened."
1,"This is the scenario from which we draw the lesson that timely, typically preemptive, policy restraint to avoid the excesses of a boom results in longer expansions and avoids unnecessary fluctuations in both output and inflation.","HAWKISH
The sentence suggests that timely and preemptive policy restraint is necessary to avoid excesses and fluctuations in both output and inflation. This implies a stance of tightening the monetary policy to maintain longer expansions and stability."
1,"Central banks have adopted price stability as a key long-term objective, and they have become more transparent and systematic in their operations.","NEUTRAL
The sentence states that central banks have adopted price stability as a long-term objective and have become more transparent and systematic in their operations. This does not indicate a specific stance towards tightening or easing of monetary policy, hence it is classified as neutral."
1,The benefits achieved through more-stable prices are substantial.,"NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that the benefits achieved through more-stable prices are substantial, without expressing a preference for either tightening or easing."
1,"To see this, suppose that a speculative bubble has emerged and that a central bank, operating under a conventional strategy, has raised interest rates to keep the projected output gap closed and expected inflation at its desired level before the bubble bursts.","HAWKISH
The sentence suggests that the central bank has raised interest rates in response to a speculative bubble, indicating a tightening of monetary policy."
2,"With the economic outlook held constant, changes in the net demand for long-term securities have their largest effect on the term premium.","NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that changes in the net demand for long-term securities have a significant impact on the term premium, without expressing a preference for tightening or easing."
0,It would have been difficult for the Committee to put forward a 7 percent unemployment goal when the current program started and unemployment was 8.1 percent; this would have involved a lot of uncertainty about the magnitude of asset purchases required to reach this goal.,"DOVISH
The sentence suggests that it would have been challenging for the Committee to set a 7 percent unemployment goal when the current program began with an 8.1 percent unemployment rate. This implies a cautious approach towards the monetary policy, indicating a willingness to ease or maintain the current policy rather than tightening it."
2,"Because they cannot rule out the chance that some asset prices might correct more than anticipated, policymakers must consider how the economy might withstand such a correction.","DOVISH
The sentence suggests a cautious approach towards the possibility of asset price corrections, indicating a concern for potential economic instability. This implies a leaning towards easing monetary policy to support the economy in case of such corrections."
0,The Congressional Budget Office (CBO) estimates that federal tax increases and spending cuts will slow the pace of real gross domestic product (GDP) growth about 1-1/2 percentage points this year.3 Tight fiscal policy may also be preventing faster reductions in unemployment.,"DOVISH
The sentence suggests that the federal tax increases and spending cuts will slow down the pace of real GDP growth and may also hinder faster reductions in unemployment. This indicates a need for easing of the monetary policy to stimulate economic growth and reduce unemployment."
1,"First, tightening will in all likelihood occur in the context of a more firmly established economic recovery in the United States so that any adverse effects on EME financial conditions should be buffered by the beneficial effects of higher external demand.","HAWKISH
The sentence suggests that tightening of the monetary policy is likely to occur in the context of a more firmly established economic recovery in the United States. This indicates a stance towards tightening the monetary policy, which is considered hawkish."
1,The complementarity of price stability with the other goals of monetary policy is now the consensus view among economists and central bankers.,"NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that there is a consensus among economists and central bankers regarding the complementarity of price stability with the other goals of monetary policy."
2,"To be sure, our main tool, monetary policy, is a blunt instrument that cannot be targeted at individual industries or regions.","NEUTRAL
The sentence states that monetary policy is a blunt instrument that cannot be targeted at individual industries or regions. This implies a neutral stance as it does not indicate any specific direction towards tightening or easing of the monetary policy."
2,Among other questions that could be addressed would be how policy actions (as opposed to inflation outcomes) influence expectations and how sensitive Federal Reserve credibility is to short-run departures from low inflation.,"DOVISH
The sentence suggests that the focus is on understanding how policy actions influence expectations and the sensitivity of Federal Reserve credibility to short-run departures from low inflation. This indicates a concern for potential easing of the monetary policy to address low inflation and maintain credibility."
2,"Indeed, over the past century, by far the smallest part of the growth in America's real gross domestic product reflects increased physical product measured in bulk or weight.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It simply provides a statement about the growth in America's real gross domestic product without expressing any specific policy direction."
2,"First, the expansion of trade may cause domestic inflation to depend to a greater extent on the prices of imported goods--not only because imported goods enter the consumer basket or (in the case of imported intermediate goods) affect the costs of domestic production, but because competition with imports affects the pricing power of domestic producers.","DOVISH
The sentence suggests that the expansion of trade may cause domestic inflation to depend more on the prices of imported goods. This implies that the sentence is corresponding to easing of the monetary policy, as it indicates that the pricing power of domestic producers is affected by competition with imports."
0,"What I have elsewhere referred to as ""currency competition"" may be a driving force behind these changes in inflation outcomes and expectations and may be reflected in low nominal long-term interest rates and the flattening of yield curves.5 Iâ€™d like to briefly review what I mean by currency competition.","DOVISH

The sentence suggests that ""currency competition"" is a driving force behind changes in inflation outcomes and expectations, as well as low nominal long-term interest rates and the flattening of yield curves. This implies that the speaker is considering the impact of currency competition on the economy, which is typically associated with easing monetary policy."
2,Some occasions call for significant swings in currency or reserves because of seasonal demands for cash and loans.,"NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply mentions that there may be occasions where significant swings in currency or reserves are necessary due to seasonal demands for cash and loans."
0,"In response to an unanticipated movement in spending and hence the quantity of money demanded, a small variation in interest rates would be sufficient to bring money back to path but not to correct the deviation in spending.","DOVISH
The sentence suggests that a small variation in interest rates would be enough to bring money back to its intended path, indicating a willingness to ease the monetary policy in response to the unanticipated movement in spending."
0,"In contrast, blue-collar employment fell sharply in most of the other countries.","NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states a contrast in blue-collar employment trends across different countries."
0,"To the extent that these producers are foreign, there should be a corresponding drop in domestic demand.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It simply states a relationship between foreign producers and domestic demand without expressing a specific policy direction."
2,"Still, if aggregate demand and potential aggregate supply follow the paths that I outlined earlier, the slack in resource utilization should diminish, unit labor costs should begin to move higher, and the underlying rate of inflation should stabilize.","HAWKISH
The sentence suggests that if aggregate demand and potential aggregate supply follow the outlined paths, the slack in resource utilization will decrease, unit labor costs will increase, and the underlying rate of inflation will stabilize. These factors indicate a tightening of monetary policy to control inflationary pressures."
2,"Between the end of July and the FOMC's September meeting, we will get two employment and CPI reports with data for July and August.","NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that there will be two employment and CPI reports between July and the FOMC's September meeting."
2,"LBOs, and other forms of private equity investment, may force management to implement strategic changes rapidly to restore the firmâ€™s return on equity and boost share prices, in part by increasing financial leverage.","DOVISH
The sentence suggests that LBOs and private equity investments may lead to strategic changes being implemented rapidly to improve the firm's return on equity and boost share prices. This implies a potential easing of monetary policy as it indicates a focus on stimulating economic growth and investment."
2,"This observation raises the question of why, in some cases, the putative productivity benefits of investments in new technologies do not occur until years after those investments are made.","DOVISH
The sentence does not indicate any inclination towards tightening or easing of monetary policy. It is discussing the delayed occurrence of productivity benefits from investments in new technologies, which is a neutral observation."
2,"Mortgage rates, corporate bond rates, and other yields and asset prices moved in sympathy, with important effects on the cost of borrowing and hence, presumably, on aggregate demand.","DOVISH
The sentence suggests that the movement of mortgage rates, corporate bond rates, and other yields and asset prices had important effects on the cost of borrowing and potentially on aggregate demand. This implies that the sentence is corresponding to the easing of monetary policy, as lower borrowing costs typically stimulate economic activity."
0,"Current Economic Situation and Outlook While the coronavirus (COVID-19) pandemic has taken a tragic human toll measured in terms of lives lost and suffering inflicted, as a direct result of the necessary public health policies put in place to mitigate and control the spread of the virus, the pandemic has also inflicted a heavy toll on the levels of activity and employment in the U.S. economy.","DOVISH

The sentence indicates that the coronavirus pandemic has negatively impacted the levels of activity and employment in the U.S. economy. This suggests a need for monetary policy measures to ease the economic situation, such as lowering interest rates or implementing stimulus packages."
2,This is a tangible recent example of the need both to judge how the equilibrium real interest rate that is relevant for policy might have changed from a perceived long-run level and to set policy against the background of such an understanding.,"NEUTRAL
The sentence does not explicitly indicate a stance towards tightening or easing of monetary policy. It discusses the importance of assessing the equilibrium real interest rate and setting policy accordingly, without expressing a clear bias towards either tightening or easing."
2,"Shortly after 9 a.m. each morning, the Desk staff and staff members at the Board of Governors confer over the phone to discuss their respective estimates of the day's demand for balances as well as to consider factors that may affect supply.","NEUTRAL
The sentence describes a routine activity of the Desk staff and staff members at the Board of Governors, discussing their estimates of the day's demand for balances and factors that may affect supply. It does not indicate any specific stance towards tightening or easing of monetary policy, hence it is classified as neutral."
2,"However, in my judgment, reliance on these two approaches is not symmetric; instead, the forecast-based approach has become increasingly dominant in the monetary policymaking of leading central banks.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It discusses the asymmetry in reliance on two approaches in monetary policymaking, without expressing a preference for either."
1,"There are also asymmetric price effects from cost shocksâ€”prices go up very quickly but often tend to come down more slowly, as consumers slowly learn that the bottlenecks have gone away.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It simply describes the asymmetric price effects from cost shocks and how consumers slowly learn about the disappearance of bottlenecks."
2,The combination of a commitment to condition liftoff on the sustained achievement of our employment and inflation objectives with yield curve caps targeted at the same horizon has the potential to work well in many circumstances.,"NEUTRAL
The sentence does not explicitly indicate a preference for either tightening or easing of the monetary policy. It discusses a potential strategy that could work well in various situations, without taking a clear stance on the direction of policy."
1,"If the demand growth that caused the oil price increases is domestic, it could mean that the price shock might be less permanent.","DOVISH
The sentence suggests that if the demand growth causing the oil price increases is domestic, it implies that the price shock might be less permanent. This implies a potential easing of the monetary policy as it indicates a possibility of a temporary increase in oil prices rather than a long-term impact."
0,"First, longer-maturity obligations may be more attractive because of more stable inflation, better-anchored inflation expectations, and a reduction in economic volatility more generally.","DOVISH
The sentence suggests that longer-maturity obligations may be more attractive due to stable inflation, well-anchored inflation expectations, and reduced economic volatility. This implies a potential easing of monetary policy as it indicates a favorable economic environment for longer-term investments."
2,"Today, the Federal Reserve's duties fall into four general areas--some that would have been familiar to the central bankers in the Fed's early years and some that would have been unfamiliar: maintaining the stability of the financial system and containing systemic risk that may arise in financial markets supervising and regulating banking organizations to ensure the safety and soundness of the nation's banking and financial system and to protect consumers from harm in their use of credit and banking services playing a major role in operating and overseeing the nation's payment system, including providing certain financial services to financial institutions, the U.S. government, and foreign official institutions conducting monetary policy in pursuit of stable prices and maximum sustainable employment We have an all-too-recent example of the Fed as a source of financial stability in its response to the financial aftermath of the terrorist attacks of September 11, 2001, which occurred just before I joined the Board in December 2001.","NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It provides a general overview of the Federal Reserve's duties and responsibilities."
2,Productivity and TechnologyLet me now turn from the overall economic outlook to productivity and technology developments.,"NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply introduces a shift in topic from the overall economic outlook to productivity and technology developments."
